filename,category,label,full_path
no (1269).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1269).jpg
no (1119).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1119).jpg
pi (200).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (200).jpg
gl (1236).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1236).jpg
gl (932).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (932).jpg
pi (1562).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1562).jpg
me (178).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (178).jpg
no (972).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (972).jpg
me (511).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (511).jpg
gl (747).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (747).jpg
me (992).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (992).jpg
no (1309).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1309).jpg
pi (1036).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1036).jpg
no (1361).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1361).jpg
me (319).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (319).jpg
me (1426).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1426).jpg
no (409).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (409).jpg
no (36).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (36).jpg
pi (670).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (670).jpg
no (334).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (334).jpg
gl (1491).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1491).jpg
pi (143).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (143).jpg
me (73).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (73).jpg
gl (537).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (537).jpg
me (1349).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1349).jpg
no (148).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (148).jpg
no (1133).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1133).jpg
pi (1558).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1558).jpg
me (299).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (299).jpg
me (190).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (190).jpg
no (247).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (247).jpg
gl (46).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (46).jpg
no (484).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (484).jpg
gl (147).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (147).jpg
pi (1556).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1556).jpg
gl (371).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (371).jpg
no (627).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (627).jpg
no (839).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (839).jpg
pi (1315).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1315).jpg
me (1266).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1266).jpg
me (1593).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1593).jpg
me (968).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (968).jpg
no (741).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (741).jpg
no (1446).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1446).jpg
pi (510).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (510).jpg
me (1207).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1207).jpg
pi (1319).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1319).jpg
no (424).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (424).jpg
pi (521).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (521).jpg
no (999).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (999).jpg
gl (381).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (381).jpg
no (375).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (375).jpg
me (288).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (288).jpg
no (472).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (472).jpg
gl (1535).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1535).jpg
no (1415).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1415).jpg
pi (1148).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1148).jpg
gl (1416).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1416).jpg
gl (378).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (378).jpg
gl (945).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (945).jpg
no (531).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (531).jpg
no (154).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (154).jpg
no (783).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (783).jpg
gl (538).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (538).jpg
me (209).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (209).jpg
pi (736).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (736).jpg
no (226).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (226).jpg
me (1053).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1053).jpg
me (309).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (309).jpg
gl (128).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (128).jpg
me (690).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (690).jpg
gl (1321).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1321).jpg
me (1024).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1024).jpg
gl (1165).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1165).jpg
me (501).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (501).jpg
me (1368).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1368).jpg
no (1089).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1089).jpg
no (1460).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1460).jpg
pi (884).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (884).jpg
me (1060).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1060).jpg
pi (110).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (110).jpg
me (1402).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1402).jpg
pi (34).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (34).jpg
pi (1599).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1599).jpg
pi (1057).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1057).jpg
me (164).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (164).jpg
gl (1323).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1323).jpg
me (969).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (969).jpg
gl (1428).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1428).jpg
no (1007).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1007).jpg
me (1588).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1588).jpg
no (579).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (579).jpg
pi (696).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (696).jpg
me (649).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (649).jpg
pi (431).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (431).jpg
me (211).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (211).jpg
me (447).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (447).jpg
no (1275).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1275).jpg
gl (770).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (770).jpg
me (1413).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1413).jpg
me (1535).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1535).jpg
pi (29).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (29).jpg
pi (586).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (586).jpg
no (106).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (106).jpg
pi (600).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (600).jpg
pi (1480).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1480).jpg
no (168).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (168).jpg
no (1507).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1507).jpg
pi (411).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (411).jpg
me (1392).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1392).jpg
me (249).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (249).jpg
no (1284).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1284).jpg
me (797).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (797).jpg
no (858).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (858).jpg
gl (30).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (30).jpg
pi (32).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (32).jpg
no (667).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (667).jpg
no (1254).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1254).jpg
me (1105).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1105).jpg
gl (664).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (664).jpg
no (212).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (212).jpg
gl (1382).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1382).jpg
pi (894).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (894).jpg
pi (1154).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1154).jpg
me (50).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (50).jpg
me (235).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (235).jpg
no (1358).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1358).jpg
no (592).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (592).jpg
gl (912).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (912).jpg
me (475).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (475).jpg
me (631).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (631).jpg
no (1253).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1253).jpg
pi (1460).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1460).jpg
gl (70).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (70).jpg
me (1280).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1280).jpg
gl (614).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (614).jpg
no (234).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (234).jpg
no (533).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (533).jpg
pi (526).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (526).jpg
no (1270).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1270).jpg
no (924).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (924).jpg
no (897).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (897).jpg
gl (21).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (21).jpg
gl (677).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (677).jpg
gl (727).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (727).jpg
gl (202).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (202).jpg
gl (1496).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1496).jpg
me (450).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (450).jpg
no (1111).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1111).jpg
no (1087).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1087).jpg
no (1118).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1118).jpg
no (1261).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1261).jpg
no (488).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (488).jpg
me (824).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (824).jpg
me (1040).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1040).jpg
no (1385).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1385).jpg
me (1144).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1144).jpg
pi (1232).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1232).jpg
me (904).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (904).jpg
pi (193).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (193).jpg
me (905).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (905).jpg
no (938).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (938).jpg
gl (172).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (172).jpg
gl (48).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (48).jpg
gl (1489).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1489).jpg
pi (643).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (643).jpg
pi (456).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (456).jpg
gl (1407).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1407).jpg
no (281).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (281).jpg
no (1373).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1373).jpg
gl (1276).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1276).jpg
no (563).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (563).jpg
no (1100).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1100).jpg
me (1390).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1390).jpg
pi (744).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (744).jpg
no (597).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (597).jpg
no (1379).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1379).jpg
me (640).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (640).jpg
me (770).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (770).jpg
me (326).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (326).jpg
no (1428).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1428).jpg
pi (1501).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1501).jpg
pi (682).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (682).jpg
me (696).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (696).jpg
gl (1559).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1559).jpg
me (307).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (307).jpg
pi (454).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (454).jpg
gl (853).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (853).jpg
gl (1154).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1154).jpg
pi (1153).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1153).jpg
no (540).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (540).jpg
gl (413).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (413).jpg
pi (307).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (307).jpg
pi (261).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (261).jpg
no (830).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (830).jpg
gl (373).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (373).jpg
pi (167).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (167).jpg
pi (128).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (128).jpg
no (1523).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1523).jpg
pi (1100).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1100).jpg
pi (91).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (91).jpg
me (257).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (257).jpg
no (936).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (936).jpg
no (715).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (715).jpg
pi (1578).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1578).jpg
pi (407).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (407).jpg
pi (866).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (866).jpg
no (1544).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1544).jpg
pi (687).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (687).jpg
gl (1370).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1370).jpg
pi (713).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (713).jpg
pi (763).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (763).jpg
me (561).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (561).jpg
me (312).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (312).jpg
me (1401).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1401).jpg
gl (889).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (889).jpg
no (724).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (724).jpg
pi (1301).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1301).jpg
gl (707).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (707).jpg
gl (1404).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1404).jpg
me (125).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (125).jpg
gl (1484).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1484).jpg
pi (1581).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1581).jpg
pi (570).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (570).jpg
pi (1486).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1486).jpg
pi (126).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (126).jpg
pi (1564).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1564).jpg
pi (987).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (987).jpg
gl (766).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (766).jpg
no (1371).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1371).jpg
gl (1338).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1338).jpg
me (66).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (66).jpg
no (422).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (422).jpg
me (1127).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1127).jpg
pi (1539).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1539).jpg
no (960).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (960).jpg
pi (116).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (116).jpg
no (1348).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1348).jpg
me (1380).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1380).jpg
pi (675).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (675).jpg
me (400).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (400).jpg
pi (604).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (604).jpg
gl (790).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (790).jpg
no (772).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (772).jpg
pi (377).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (377).jpg
pi (1070).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1070).jpg
gl (1524).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1524).jpg
pi (632).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (632).jpg
me (515).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (515).jpg
gl (905).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (905).jpg
pi (479).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (479).jpg
me (1038).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1038).jpg
no (815).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (815).jpg
pi (1431).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1431).jpg
gl (121).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (121).jpg
gl (953).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (953).jpg
gl (571).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (571).jpg
pi (579).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (579).jpg
no (1009).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1009).jpg
no (762).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (762).jpg
gl (92).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (92).jpg
me (1045).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1045).jpg
gl (670).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (670).jpg
gl (1522).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1522).jpg
pi (1502).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1502).jpg
pi (1213).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1213).jpg
gl (1073).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1073).jpg
no (786).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (786).jpg
gl (334).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (334).jpg
pi (1561).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1561).jpg
me (387).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (387).jpg
gl (1400).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1400).jpg
gl (750).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (750).jpg
pi (1117).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1117).jpg
gl (641).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (641).jpg
me (116).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (116).jpg
gl (559).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (559).jpg
no (703).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (703).jpg
gl (458).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (458).jpg
no (264).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (264).jpg
gl (1124).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1124).jpg
me (835).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (835).jpg
pi (543).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (543).jpg
me (689).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (689).jpg
